start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2023-04-20,Data theft; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-04-01,Data theft; Hijacking with Misuse; Ransomware,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2022-02-01,Disruption,Russia; Russia,EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO,State institutions / political system - State institutions / political system,Russia; Ukraine,Individual hacker(s); State,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2020-06-25,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available; Russia,Non-state-group; Individual hacker(s),Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-05-16,Disruption; Hijacking with Misuse,Martinique,,State institutions / political system,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2021-02-14,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,10.0
2022-05-27,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available; Russia,Non-state-group; Individual hacker(s),Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-05-14,Disruption,Turkey; Turkey; Turkey,ASIA; NATO; MEA - ASIA; NATO; MEA - ASIA; NATO; MEA,Media - Media - Media,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-03-01,Data theft; Disruption; Hijacking with Misuse; Ransomware,Canada,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-04-01,Data theft; Hijacking with Misuse,France; Italy,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS),Critical infrastructure - Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-03-08,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,Indonesia,ASIA; SCS; SEA,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,11.0
2023-01-01,Hijacking without Misuse,Not available,,Not available,China,"Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2020-01-01,Hijacking without Misuse,Southeast Asia (region); South Asia (region), - ,State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Unknown - not attributed,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2022-01-01,Hijacking without Misuse,Southeast Asia (region); South Asia (region), - ,State institutions / political system; Critical infrastructure; State institutions / political system; Critical infrastructure - State institutions / political system; Critical infrastructure; State institutions / political system; Critical infrastructure,Not available,Unknown - not attributed,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-04-27,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,"United States; Korea, Republic of",NATO; NORTHAM - ASIA; SCS; NEA,Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2023-03-12,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,United States; United States,NATO; NORTHAM - NATO; NORTHAM,Critical infrastructure - Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,11.0
2023-05-01,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-05-03,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,Italy,EUROPE; NATO; EU(MS),State institutions / political system,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,12.0
2023-05-05,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-05-12,Disruption,Denmark; Denmark; Denmark; Denmark,EUROPE; NATO; EU(MS); NORTHEU - EUROPE; NATO; EU(MS); NORTHEU - EUROPE; NATO; EU(MS); NORTHEU - EUROPE; NATO; EU(MS); NORTHEU,State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-05-07,Data theft; Disruption; Hijacking with Misuse; Ransomware,Switzerland,EUROPE; WESTEU,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,11.0
2023-05-11,Disruption,Ethiopia,AFRICA; SSA,State institutions / political system,Not available,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2022-05-01,Data theft; Hijacking with Misuse,Germany; Germany,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-05-09,Disruption; Hijacking with Misuse; Ransomware,Mexico,,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-05-01,Data theft; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure; Education,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-05-06,Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,State institutions / political system; Critical infrastructure; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2023-05-07,Disruption,Romania,EUROPE; BALKANS; NATO; EU(MS),State institutions / political system; State institutions / political system,Not available,Unknown - not attributed; Unknown - not attributed,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-04-06,Data theft; Disruption; Hijacking with Misuse; Ransomware,Austria,EUROPE; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2021-05-01,Data theft; Hijacking with Misuse,"Korea, Republic of",ASIA; SCS; NEA,Critical infrastructure,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,6.0
2023-01-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,Switzerland,EUROPE; WESTEU,State institutions / political system,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2022-02-01,Data theft; Hijacking with Misuse,Ukraine,EUROPE; EASTEU,State institutions / political system,Not available,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-01-01,Data theft; Hijacking with Misuse,Afghanistan; Not available,ASIA; SASIA - ,Unknown - State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
,Disruption; Hijacking with Misuse,Russia,EUROPE; EASTEU; CSTO; SCO,State institutions / political system,United States,State,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,11.0
2023-01-14,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-03-29,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-12-01,Hijacking without Misuse,Israel,ASIA; MENA; MEA,Critical infrastructure,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-05-04,Data theft; Hijacking with Misuse,Hong Kong,ASIA,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
,Hijacking without Misuse,Australia,OC,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),"Iran, Islamic Republic of; Iran, Islamic Republic of","Non-state actor, state-affiliation suggested; Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-04-06,Hijacking without Misuse,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",> 10 Mio - 100 Mio,10.0
2023-04-01,Data theft; Disruption; Hijacking with Misuse; Ransomware,Italy,EUROPE; NATO; EU(MS),Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2022-12-19,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
,Data theft & Doxing; Hijacking with Misuse; Ransomware,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2023-04-26,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2023-04-07,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Eastern Europe,Unknown - not attributed,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,7.0
2023-04-06,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-04-22,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2023-05-05,Disruption,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Russia,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-05-04,Disruption,Netherlands; Netherlands,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,State institutions / political system - State institutions / political system,Russia,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-02-01,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-05-02,Disruption,Sweden,EUROPE; EU(MS); NORTHEU,State institutions / political system,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2022-12-01,Hijacking without Misuse,"Korea, Republic of; Asia (region); Europe (region); United States",ASIA; SCS; NEA -  -  - NATO; NORTHAM,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Science - State institutions / political system; Science - State institutions / political system; Science,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2022-12-01,Data theft; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-20,Data theft & Doxing; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-05-04,Data theft; Hijacking with Misuse; Ransomware,Australia,OC,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-18,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-30,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure; Education,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,11.0
2022-04-19,Disruption,Israel,ASIA; MENA; MEA,State institutions / political system,"Iran, Islamic Republic of",Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-05-02,Disruption; Hijacking with Misuse,Colombia,SOUTHAM,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-01-01,Disruption; Hijacking with Misuse,Ukraine,EUROPE; EASTEU,State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",Not available,True,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
,Hijacking without Misuse,Philippines; Thailand; Taiwan; Fiji,ASIA; SCS; SEA - ASIA; SEA - ASIA; SCS - OC,State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,"Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2020-07-20,Data theft; Hijacking with Misuse; Data theft; Hijacking with Misuse,Dominican Republic,,Media,Dominican Republic,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity); For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available; Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity); Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-07,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States; United States,NATO; NORTHAM - NATO; NORTHAM,State institutions / political system - State institutions / political system,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,12.0
2022-07-01,Hijacking without Misuse,Not available,,End user(s) / specially protected groups,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-02-01,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure; Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,8.0
2023-03-26,Data theft; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-04,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2020-03-01,Data theft; Hijacking with Misuse,"Iran, Islamic Republic of",ASIA; MENA; MEA,Social groups; Social groups,"Iran, Islamic Republic of",State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2022-11-01,Hijacking with Misuse,United States; United States,NATO; NORTHAM - NATO; NORTHAM,Critical infrastructure - End user(s) / specially protected groups,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",> 10 Mio - 100 Mio,7.0
2023-04-29,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-22,Disruption; Hijacking with Misuse; Ransomware,United Kingdom,EUROPE; NATO; NORTHEU,State institutions / political system; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2023-03-28,Hijacking without Misuse,Not available,,Unknown,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-04-21,Disruption; Hijacking with Misuse; Ransomware,Italy,EUROPE; NATO; EU(MS),Critical infrastructure,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
,Hijacking without Misuse,India; United States; Turkey; Europe (region),ASIA; SASIA; SCO - NATO; NORTHAM - ASIA; NATO; MEA - ,Not available - Not available - Not available - Not available,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2020-01-01,Data theft; Hijacking with Misuse,Tajikistan; Tajikistan,ASIA; CENTAS; CSTO; SCO - ASIA; CENTAS; CSTO; SCO,Critical infrastructure - State institutions / political system; State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-04-24,Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,State institutions / political system,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-26,Disruption,Israel; Israel; Israel,ASIA; MENA; MEA - ASIA; MENA; MEA - ASIA; MENA; MEA,Critical infrastructure - State institutions / political system - Critical infrastructure,Russia,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-02-25,Disruption; Hijacking with Misuse,Canada,NATO; NORTHAM,Critical infrastructure,Russia,"Non-state actor, state-affiliation suggested",Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,6.0
2023-04-21,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Critical infrastructure; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,8.0
2020-01-01,Data theft; Hijacking with Misuse,China,ASIA; SCS; EASIA; NEA; SCO,Social groups,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,8.0
2020-01-01,Hijacking without Misuse,United States,NATO; NORTHAM,State institutions / political system,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-02-20,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,6.0
2023-01-01,Data theft & Doxing; Hijacking with Misuse,Not available,,Critical infrastructure,Russia; Russia,"Non-state actor, state-affiliation suggested; Non-state-group",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-04-01,Disruption; Hijacking with Misuse,Austria,EUROPE; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2022-11-01,Data theft; Hijacking with Misuse,Africa,,Critical infrastructure,Not available,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-11-01,Data theft; Hijacking with Misuse,Asia (region); Africa; Middle East (region), -  - ,Critical infrastructure - Critical infrastructure - Critical infrastructure,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2023-04-01,Hijacking with Misuse,EU (institutions); Brazil; United States; United States; United States; United States; United States; United States, - SOUTHAM - NATO; NORTHAM - NATO; NORTHAM - NATO; NORTHAM - NATO; NORTHAM - NATO; NORTHAM - NATO; NORTHAM,International / supranational organization - State institutions / political system - Critical infrastructure; Education - Critical infrastructure; Education - Critical infrastructure; Education - State institutions / political system; Critical infrastructure; Education - Critical infrastructure; Education - State institutions / political system; Critical infrastructure; Education,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-04-12,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2023-04-19,Disruption,Europe (region),,Critical infrastructure,Russia; Russia,Non-state-group; Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-03-22,Data theft; Hijacking with Misuse; Ransomware,United Kingdom,EUROPE; NATO; NORTHEU,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",> 10 Mio - 100 Mio,10.0
2021-01-01,Hijacking without Misuse,United States; Europe (region); Ukraine,NATO; NORTHAM -  - EUROPE; EASTEU,State institutions / political system - Unknown - Unknown,Russia,"Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,6.0
