start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2025-12-26,Disruption; Hijacking with Misuse; Ransomware,Romania,EUROPE; BALKANS; NATO; EU(MS),Critical infrastructure,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-11-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,"Korea, Republic of; Korea, Republic of",ASIA; SCS; NEA - ASIA; SCS; NEA,Critical infrastructure - Critical infrastructure,,,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-11-26,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
,Data theft; Hijacking with Misuse; Ransomware,Chile; Chile,SOUTHAM - SOUTHAM,Critical infrastructure - Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-24,Data theft; Hijacking with Misuse,"Korea, Republic of; Korea, Republic of; Korea, Republic of",ASIA; SCS; NEA - ASIA; SCS; NEA - ASIA; SCS; NEA,Critical infrastructure - Critical infrastructure - Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-01,Data theft; Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2024-01-01,Disruption; Hijacking with Misuse,Denmark,EUROPE; NATO; EU(MS); NORTHEU,Critical infrastructure,Russia,"Non-state actor, state-affiliation suggested",Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-01-01,Data theft; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-10-16,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States; United States,NATO; NORTHAM - NATO; NORTHAM,State institutions / political system - State institutions / political system,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-10-23,Data theft; Hijacking with Misuse,Canada,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-01,Disruption; Hijacking with Misuse,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-09-01,Data theft; Hijacking with Misuse,Not available; Europe (region); Canada; Turkey; India, -  - NATO; NORTHAM - ASIA; NATO; MEA - ASIA; SASIA; SCO,State institutions / political system; State institutions / political system - State institutions / political system; Critical infrastructure; Social groups - State institutions / political system; Critical infrastructure; Social groups - State institutions / political system; Critical infrastructure; Social groups - State institutions / political system; Critical infrastructure; Social groups,"Iran, Islamic Republic of",State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-22,Disruption,France; France,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure; Critical infrastructure - Critical infrastructure; Critical infrastructure,Russia,Non-state-group; Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),Not available,,0.0
2025-12-21,Disruption; Hijacking with Misuse; Ransomware,Romania,EUROPE; BALKANS; NATO; EU(MS),Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-10-26,Data theft; Hijacking with Misuse,Russia; Russia,EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO,Critical infrastructure - Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-14,Data theft; Hijacking with Misuse; Ransomware,United Kingdom,EUROPE; NATO; NORTHEU,Critical infrastructure; Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-01,Data theft; Hijacking with Misuse,Australia,OC,State institutions / political system; Critical infrastructure; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-01,Data theft; Hijacking with Misuse,France; France,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure - State institutions / political system,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-10-01,Data theft; Hijacking with Misuse,United Kingdom,EUROPE; NATO; NORTHEU,State institutions / political system,,,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-19,Data theft; Hijacking with Misuse,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-17,Data theft; Hijacking with Misuse,France,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2025-12-17,Data theft; Disruption; Hijacking with Misuse; Ransomware,Ireland,EUROPE; EU(MS); NORTHEU,State institutions / political system,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2024-11-01,,Not available,,Not available,China,"Non-state actor, state-affiliation suggested",Not available,False,Not available,Not available,,0.0
2025-12-17,Data theft & Doxing; Hijacking with Misuse,Israel,ASIA; MENA; MEA,State institutions / political system,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2023-09-01,Data theft; Hijacking with Misuse,South Asia (region); Japan, - ASIA; SCS; NEA,State institutions / political system - State institutions / political system,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2024-01-01,Data theft; Hijacking with Misuse,Europe (region),,State institutions / political system,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,1.0
2024-06-01,Data theft; Hijacking with Misuse,Ukraine; Ukraine,EUROPE; EASTEU - EUROPE; EASTEU,State institutions / political system - Critical infrastructure,Russia,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,9.0
2025-12-01,Data theft; Hijacking with Misuse,Not available,,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,4.0
2020-08-01,Data theft; Disruption; Hijacking without Misuse,United States; United States,NATO; NORTHAM - NATO; NORTHAM,State institutions / political system - Media,Not available,Non-state-group,,False,,,,0.0
2021-01-01,Data theft; Hijacking with Misuse,Canada; Europe (region); United States; Germany; United Kingdom; North America,NATO; NORTHAM -  - NATO; NORTHAM - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; NORTHEU - ,Critical infrastructure; Critical infrastructure - Critical infrastructure; Critical infrastructure; Critical infrastructure - Critical infrastructure; Critical infrastructure - Critical infrastructure; Critical infrastructure - Critical infrastructure; Critical infrastructure - Critical infrastructure; Critical infrastructure; Critical infrastructure,Russia,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2024-06-17,Disruption,Romania; Romania; Romania,EUROPE; BALKANS; NATO; EU(MS) - EUROPE; BALKANS; NATO; EU(MS) - EUROPE; BALKANS; NATO; EU(MS),State institutions / political system - State institutions / political system - Critical infrastructure; Critical infrastructure; Critical infrastructure,Russia,"Non-state actor, state-affiliation suggested",Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,0.0
